id,value
0,-408
0,-428
0,-514
0,-524
0,-228
0,-382
0,-111
0,-274
0,-251
0,-326
0,-357
0,-10
0,193
0,-283
0,-457
0,-1
0,-573
0,-581
0,-579
0,-756
0,-636
0,-495
0,-478
0,47
0,531
0,115
0,403
0,117
0,-302
0,-142
0,-336
0,-295
0,-290
0,-394
0,-380
0,-254
0,-18
0,-357
0,-332
0,-280
0,-374
0,-293
0,-240
0,-594
0,-730
0,-262
0,-403
0,-412
0,-438
0,-803
0,-603
0,0
0,-306
0,-447
0,-324
0,-374
0,-510
0,-505
0,-531
0,-558
0,-511
0,-527
0,-524
0,-510
0,-514
0,-522
0,-514
0,-507
0,-515
0,-512
0,-510
0,-517
0,-511
0,-511
0,-503
0,-503
0,-511
0,-513
0,-550
0,-468
0,-507
0,-554
0,-537
0,-411
0,-151
0,-513
0,-145
0,-173
0,-203
0,-168
0,-173
0,-200
0,-222
0,-178
0,-214
0,-261
0,-247
0,-198
0,-198
0,-104
0,-168
0,-199
0,-194
0,-271
0,-147
0,-197
0,-221
0,-294
0,-333
0,-232
0,-222
0,-352
0,-340
0,-229
0,-214
0,-312
0,-296
0,-199
0,-189
0,-291
0,-288
0,-185
0,-181
0,-285
0,-315
0,-195
0,-234
0,-887
0,-789
0,-617
0,-477
0,-574
0,-488
0,-260
0,-443
0,-541
0,-534
0,-577
0,-674
0,-520
0,-517
0,-557
0,-558
0,-523
0,-524
0,-530
0,-532
0,-516
0,-514
0,-530
0,-533
0,-515
0,-512
0,-527
0,-519
0,-529
0,-542
0,-523
0,-508
0,-534
0,-500
0,-534
0,-618
0,-492
0,-95
0,-633
0,-338
0,-92
0,-108
0,-165
0,-185
0,-137
0,-158
0,-232
0,-288
0,-124
0,-138
0,-114
0,-63
0,-161
0,-170
0,-14
0,39
0,-211
0,-237
0,-13
0,-88
0,-246
0,-228
0,-138
0,-150
0,-228
0,-228
0,-160
0,-173
0,-219
0,-227
0,-190
0,-216
0,-221
0,-221
0,-228
0,-229
0,-222
0,-217
0,-226
0,-214
0,-638
0,-365
0,-640
0,-721
0,-312
0,-470
0,-855
0,-861
0,-544
0,-542
0,-857
0,-849
0,-407
0,-708
0,-797
0,-792
0,-660
0,-574
0,-751
0,-749
0,-553
0,-547
0,-738
0,-762
0,-553
0,-581
0,-798
0,-820
0,-636
0,-753
0,-799
0,-804
0,-804
0,-789
0,-803
0,-798
0,-766
0,-694
0,-730
0,-582
0,-505
0,-339
0,-554
0,-319
0,-390
0,-408
0,-423
0,-388
0,-269
0,-271
0,-247
0,-262
0,-256
0,-249
0,-253
0,-243
0,-240
0,-174
0,-253
0,-246
0,-116
0,-68
0,-216
0,-220
0,-31
0,-14
0,-219
0,-224
0,-13
0,17
0,-233
0,-212
0,-8
0,-39
0,-185
0,-167
0,-65
0,-86
0,-154
0,-122
0,-575
0,-785
0,-612
0,-71
0,-621
0,-778
0,-552
0,-511
0,-787
0,-833
0,-427
0,-203
0,-866
0,-878
0,100
0,128
0,-873
0,-858
0,140
0,77
0,-841
0,-823
0,9
0,-43
0,-801
0,-785
0,-93
0,-143
0,-790
0,-781
0,-183
0,-250
0,-796
0,-808
0,-298
0,-333
0,-786
0,-712
0,-361
0,-356
0,-518
0,-289
0,114
0,246
0,-394
0,-376
0,-199
0,-259
0,-226
0,-243
0,-200
0,-198
0,-249
0,-229
0,-226
0,-222
0,-226
0,-241
0,-207
0,-223
0,-215
0,-206
0,-239
0,-214
0,-211
0,-219
0,-209
0,-205
0,-230
0,-250
0,-201
0,-234
0,-237
0,-239
0,-241
0,-256
0,-247
0,-246
0,-238
0,-223
0,-221
0,120
0,-284
0,-219
0,-562
0,-326
0,-536
0,-49
0,-401
0,-384
0,-493
0,-811
0,-28
0,447
0,-734
0,-380
0,692
0,683
0,-151
0,-112
0,608
0,598
0,-90
0,-63
0,655
0,682
0,-10
0,25
0,689
0,692
0,68
0,135
0,681
0,673
0,191
0,237
0,663
0,651
0,269
0,292
0,662
0,669
0,313
0,405
0,637
0,584
0,404
0,373
0,567
0,546
0,403
0,430
0,516
0,498
0,462
0,497
0,470
0,441
0,516
0,534
0,407
0,383
0,565
0,591
0,348
0,303
0,604
0,622
0,279
0,241
0,651
0,665
0,207
0,170
0,676
0,690
0,147
0,123
0,692
0,687
0,-299
0,-526
0,-309
0,-290
0,-112
0,358
0,590
0,593
0,-393
0,-817
0,-422
0,-814
0,-738
0,-712
0,-710
0,-485
0,-726
0,-738
0,-680
0,-714
0,-737
0,-709
0,-719
0,-666
0,-713
0,-743
0,-753
0,-756
0,-742
0,-733
0,-739
0,-658
0,-716
0,-650
0,-315
0,39
0,-283
0,94
0,218
0,315
0,367
0,401
0,352
0,392
0,410
0,-171
0,402
0,243
0,-415
0,-411
0,-459
0,-495
0,-395
0,-376
0,-496
0,-502
0,-360
0,-335
0,-501
0,-499
0,-304
0,-267
0,-503
0,-502
0,-250
0,-214
0,-492
0,-506
0,-182
0,-149
0,-496
0,-504
0,-109
0,-60
0,-499
0,-504
0,-28
0,3
0,-500
0,-486
0,-298
0,664
0,-26
0,759
0,826
0,544
0,796
0,448
0,-544
0,-806
0,-674
0,-802
0,-664
0,-126
0,-648
0,-100
0,-102
0,-588
0,96
0,-594
0,-695
0,-492
0,-665
0,-451
0,-640
0,-736
0,-478
0,-660
0,-553
0,-73
0,-624
0,-14
0,24
0,59
0,43
0,109
0,159
0,257
0,152
0,242
0,322
0,411
0,294
0,400
0,433
0,402
0,471
0,438
0,-160
0,-494
0,262
0,-473
0,-495
0,-499
0,-490
0,-495
0,-503
0,-498
0,-502
0,-496
0,-495
0,-499
0,-485
0,-488
0,-494
0,-499
0,-501
0,-511
0,-498
0,-496
0,-506
0,-511
0,-497
0,-498
0,-502
0,-502
0,-502
0,-503
0,-503
0,-512
1,-1
1,-12
